,target_id,length,eff_length,est_counts,tpm,strain_name_x,gene_name,taxonomy
509,Aazo_0725-NC_014248,127,77.0,0.0,0.0,'Nostoc azollae' 0708,transposase,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
510,Aazo_0726-NC_014248,146,96.0,0.0,0.0,'Nostoc azollae' 0708,transposase IS4 family protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
511,Aazo_0727-NC_014248,199,149.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
512,Aazo_0728-NC_014248,1013,963.0,0.0,0.0,'Nostoc azollae' 0708,"cyclic nucleotide-regulated ABC bacteriocin/lantibiotic exporters; K06147 ATP-binding cassette, subfamily B, bacterial",Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
513,Aazo_0729-NC_014248,508,458.0,0.0,0.0,'Nostoc azollae' 0708,secretion protein HlyD family protein; K02022,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
514,Aazo_0730-NC_014248,261,211.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
515,Aazo_0731-NC_014248,100,50.0,0.0,0.0,'Nostoc azollae' 0708,heterocyst differentiation protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
516,Aazo_0732-NC_014248,365,315.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
517,Aazo_0733-NC_014248,385,335.0,0.0,0.0,'Nostoc azollae' 0708,aminoglycoside phosphotransferase,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
518,Aazo_0734-NC_014248,71,21.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
519,Aazo_0735-NC_014248,77,27.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
520,Aazo_0736-NC_014248,82,32.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
521,Aazo_0738-NC_014248,506,456.0,0.0,0.0,'Nostoc azollae' 0708,peptidase M16 domain-containing protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
522,Aazo_0739-NC_014248,539,489.0,0.0,0.0,'Nostoc azollae' 0708,processing peptidase (EC:3.4.24.64),Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
523,Aazo_0740-NC_014248,205,155.0,0.0,0.0,'Nostoc azollae' 0708,"transcriptional regulator, TetR family",Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
524,Aazo_0741-NC_014248,158,108.0,0.0,0.0,'Nostoc azollae' 0708,peptidase domain-containing protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
525,Aazo_0744-NC_014248,1217,1167.0,0.0,0.0,'Nostoc azollae' 0708,chromosome segregation protein SMC; K03529 chromosome segregation protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
526,Aazo_0745-NC_014248,329,279.0,0.0,0.0,'Nostoc azollae' 0708,PRC-barrel domain-containing protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
527,Aazo_0749-NC_014248,240,190.0,0.0,0.0,'Nostoc azollae' 0708,"superoxide dismutase (EC:1.15.1.1); K04564 superoxide dismutase, Fe-Mn family [EC:1.15.1.1]",Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
528,Aazo_0752-NC_014248,251,201.0,0.0,0.0,'Nostoc azollae' 0708,methyltransferase GidB; K03501 ribosomal RNA small subunit methyltransferase G [EC:2.1.1.170],Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
529,Aazo_0753-NC_014248,45,1.0015,0.0,0.0,'Nostoc azollae' 0708,transcriptional regulator,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
530,Aazo_0756-NC_014248,85,35.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
531,Aazo_0763-NC_014248,119,69.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
532,Aazo_0765-NC_014248,235,185.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein; K09761 ribosomal RNA small subunit methyltransferase E [EC:2.1.1.-],Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
533,Aazo_0766-NC_014248,459,409.0,0.0,0.0,'Nostoc azollae' 0708,peptidase M24; K01262 Xaa-Pro aminopeptidase [EC:3.4.11.9],Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
534,Aazo_0767-NC_014248,165,115.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
535,Aazo_0768-NC_014248,64,14.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
536,Aazo_0770-NC_014248,207,157.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
537,Aazo_0771-NC_014248,341,291.0,0.0,0.0,'Nostoc azollae' 0708,glucokinase (EC:2.7.1.2); K00845 glucokinase [EC:2.7.1.2],Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
538,Aazo_0772-NC_014248,215,165.0,0.0,0.0,'Nostoc azollae' 0708,phosphoglycerate mutase,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
539,Aazo_0775-NC_014248,180,130.0,0.0,0.0,'Nostoc azollae' 0708,"hypothetical protein; K08967 1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase [EC:1.13.11.53 1.13.11.54]",Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
540,Aazo_0776-NC_014248,479,429.0,0.0,0.0,'Nostoc azollae' 0708,deoxyribodipyrimidine photo-lyase (EC:4.1.99.3); K01669 deoxyribodipyrimidine photo-lyase [EC:4.1.99.3],Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
541,Aazo_0778-NC_014248,316,266.0,0.0,0.0,'Nostoc azollae' 0708,NAD-dependent epimerase/dehydratase,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
542,Aazo_0779-NC_014248,428,378.0,0.0,0.0,'Nostoc azollae' 0708,phosphoribosylamine/glycine ligase (EC:6.3.4.13); K01945 phosphoribosylamine--glycine ligase [EC:6.3.4.13],Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
543,Aazo_0780-NC_014248,669,619.0,0.0,0.0,'Nostoc azollae' 0708,"multi-sensor signal transduction histidine kinase; K07769 two-component system, OmpR family, sensor histidine kinase NblS [EC:2.7.13.3]",Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
544,Aazo_0782-NC_014248,266,216.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
545,Aazo_0783-NC_014248,112,62.0,0.0,0.0,'Nostoc azollae' 0708,transposase,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
546,Aazo_0786-NC_014248,72,22.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
547,Aazo_0787-NC_014248,81,31.0,0.0,0.0,'Nostoc azollae' 0708,polysaccharide biosynthesis protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
548,Aazo_0788-NC_014248,41,1.00003,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
549,Aazo_0789-NC_014248,63,13.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
550,Aazo_0791-NC_014248,193,143.0,0.0,0.0,'Nostoc azollae' 0708,PEBP family protein; K06910,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
551,Aazo_0792-NC_014248,93,43.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
552,Aazo_0793-NC_014248,61,11.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
553,Aazo_0794-NC_014248,86,36.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
554,Aazo_0795-NC_014248,234,184.0,0.0,0.0,'Nostoc azollae' 0708,putative transcriptional regulator,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
555,Aazo_0796-NC_014248,479,429.0,0.0,0.0,'Nostoc azollae' 0708,FeS assembly protein SufB; K09014 Fe-S cluster assembly protein SufB,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
556,Aazo_0797-NC_014248,261,211.0,0.0,0.0,'Nostoc azollae' 0708,FeS assembly ATPase SufC; K09013 Fe-S cluster assembly ATP-binding protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
557,Aazo_0798-NC_014248,448,398.0,0.0,0.0,'Nostoc azollae' 0708,FeS assembly protein SufD; K09015 Fe-S cluster assembly protein SufD,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
558,Aazo_0799-NC_014248,423,373.0,0.0,0.0,'Nostoc azollae' 0708,cysteine desulfurase; K11717 cysteine desulfurase / selenocysteine lyase [EC:2.8.1.7 4.4.1.16],Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
559,Aazo_0800-NC_014248,59,9.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
560,Aazo_0804-NC_014248,64,14.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
561,Aazo_0805-NC_014248,99,49.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
562,Aazo_0808-NC_014248,204,154.0,0.0,0.0,'Nostoc azollae' 0708,lipoprotein LpqB,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
563,Aazo_0809-NC_014248,176,126.0,0.0,0.0,'Nostoc azollae' 0708,acetyl-CoA carboxylase biotin carboxyl carrier protein; K02160 acetyl-CoA carboxylase biotin carboxyl carrier protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
564,Aazo_0810-NC_014248,185,135.0,0.0,0.0,'Nostoc azollae' 0708,translation elongation factor P; K02356 elongation factor P,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
565,Aazo_0811-NC_014248,368,318.0,0.0,0.0,'Nostoc azollae' 0708,peptidylprolyl isomerase (EC:5.2.1.8); K01802 peptidylprolyl isomerase [EC:5.2.1.8],Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
566,Aazo_0812-NC_014248,346,296.0,0.0,0.0,'Nostoc azollae' 0708,thiamine-monophosphate kinase (EC:2.7.4.16); K00946 thiamine-monophosphate kinase [EC:2.7.4.16],Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
567,Aazo_0813-NC_014248,337,287.0,0.0,0.0,'Nostoc azollae' 0708,glyceraldehyde-3-phosphate dehydrogenase (EC:1.2.1.13); K00150 glyceraldehyde-3-phosphate dehydrogenase (NAD(P)) [EC:1.2.1.59],Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
568,Aazo_0814-NC_014248,208,158.0,0.0,0.0,'Nostoc azollae' 0708,nicotinate (nicotinamide) nucleotide adenylyltransferase; K00969 nicotinate-nucleotide adenylyltransferase [EC:2.7.7.18],Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
569,Aazo_0815-NC_014248,493,443.0,0.0,0.0,'Nostoc azollae' 0708,UDP-N-acetylmuramate/alanine ligase; K01924 UDP-N-acetylmuramate--alanine ligase [EC:6.3.2.8],Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
570,Aazo_0816-NC_014248,321,271.0,0.0,0.0,'Nostoc azollae' 0708,UDP-N-acetylenolpyruvoylglucosamine reductase (EC:1.1.1.158); K00075 UDP-N-acetylmuramate dehydrogenase [EC:1.1.1.158],Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
571,Aazo_0817-NC_014248,116,66.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein; K09747 hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
572,Aazo_0818-NC_014248,157,107.0,0.0,0.0,'Nostoc azollae' 0708,protein tyrosine phosphatase; K01104 protein-tyrosine phosphatase [EC:3.1.3.48],Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
573,Aazo_0819-NC_014248,227,177.0,0.0,0.0,'Nostoc azollae' 0708,LuxR family two component transcriptional regulator,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
574,Aazo_0820-NC_014248,155,105.0,0.0,0.0,'Nostoc azollae' 0708,SsrA-binding protein; K03664 SsrA-binding protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
575,Aazo_0821-NC_014248,92,42.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
576,Aazo_0822-NC_014248,471,421.0,0.0,0.0,'Nostoc azollae' 0708,inorganic carbon transporter,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
577,Aazo_0823-NC_014248,514,464.0,0.0,0.0,'Nostoc azollae' 0708,GAF sensor signal transduction histidine kinase,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
578,Aazo_0824-NC_014248,378,328.0,0.0,0.0,'Nostoc azollae' 0708,glutamine--scyllo-inositol transaminase (EC:2.6.1.50),Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
579,Aazo_0825-NC_014248,309,259.0,0.0,0.0,'Nostoc azollae' 0708,RND family efflux transporter subunit MFP,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
580,Aazo_0826-NC_014248,240,190.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
581,Aazo_0827-NC_014248,456,406.0,0.0,0.0,'Nostoc azollae' 0708,polysaccharide export protein; K01991 polysaccharide export outer membrane protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
582,Aazo_0828-NC_014248,726,676.0,0.0,0.0,'Nostoc azollae' 0708,lipopolysaccharide biosynthesis protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
583,Aazo_0829-NC_014248,325,275.0,0.0,0.0,'Nostoc azollae' 0708,"7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase, CofG subunit; K11780 FO synthase subunit 1 [EC:2.5.1.77]",Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
584,Aazo_0830-NC_014248,360,310.0,0.0,0.0,'Nostoc azollae' 0708,photosystem q(b) protein; K02703 photosystem II P680 reaction center D1 protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
585,Aazo_0834-NC_014248,65,15.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
586,Aazo_0835-NC_014248,362,312.0,0.0,0.0,'Nostoc azollae' 0708,chorismate synthase (EC:4.2.3.5); K01736 chorismate synthase [EC:4.2.3.5],Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
587,Aazo_0836-NC_014248,268,218.0,0.0,0.0,'Nostoc azollae' 0708,ADP-ribosylation/Crystallin J1; K05521 ADP-ribosylglycohydrolase [EC:3.2.-.-],Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
588,Aazo_0837-NC_014248,121,71.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
589,Aazo_0838-NC_014248,293,243.0,0.0,0.0,'Nostoc azollae' 0708,ribosome biogenesis GTP-binding protein YlqF; K14540 ribosome biogenesis GTPase A,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
590,Aazo_0839-NC_014248,455,405.0,0.0,0.0,'Nostoc azollae' 0708,aldehyde Dehydrogenase; K00135 succinate-semialdehyde dehydrogenase (NADP+) [EC:1.2.1.16],Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
591,Aazo_0840-NC_014248,547,497.0,0.0,0.0,'Nostoc azollae' 0708,thiamine pyrophosphate protein domain-containing protein TPP-binding protein; K01652 acetolactate synthase I/II/III large subunit [EC:2.2.1.6],Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
592,Aazo_0841-NC_014248,280,230.0,0.0,0.0,'Nostoc azollae' 0708,ABC-3 protein; K09819 manganese/iron transport system permease protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
593,Aazo_0842-NC_014248,273,223.0,0.0,0.0,'Nostoc azollae' 0708,ABC transporter-like protein protein; K09820 manganese/iron transport system ATP-binding protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
594,Aazo_0843-NC_014248,344,294.0,0.0,0.0,'Nostoc azollae' 0708,periplasmic solute-binding protein; K09818 manganese/iron transport system substrate-binding protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
595,Aazo_0845-NC_014248,115,65.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
596,Aazo_0846-NC_014248,537,487.0,0.0,0.0,'Nostoc azollae' 0708,mechanosensitive ion channel protein MscS; K03442 small conductance mechanosensitive channel,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
597,Aazo_0847-NC_014248,425,375.0,0.0,0.0,'Nostoc azollae' 0708,adenosylhomocysteinase (EC:3.3.1.1); K01251 adenosylhomocysteinase [EC:3.3.1.1],Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
598,Aazo_0850-NC_014248,107,57.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
599,Aazo_0852-NC_014248,80,30.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
600,Aazo_0853-NC_014248,75,25.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
601,Aazo_0855-NC_014248,289,239.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
602,Aazo_0856-NC_014248,396,346.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
603,Aazo_0857-NC_014248,158,108.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
604,Aazo_0858-NC_014248,323,273.0,0.0,0.0,'Nostoc azollae' 0708,solanesyl diphosphate synthase (EC:2.5.1.30); K05356 all-trans-nonaprenyl-diphosphate synthase [EC:2.5.1.84 2.5.1.85],Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
605,Aazo_0859-NC_014248,65,15.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
606,Aazo_0860-NC_014248,284,234.0,0.0,0.0,'Nostoc azollae' 0708,glutamate racemase (EC:5.1.1.3); K01776 glutamate racemase [EC:5.1.1.3],Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
607,Aazo_0861-NC_014248,631,581.0,0.0,0.0,'Nostoc azollae' 0708,N-acetylmuramoyl-L-alanine amidase (EC:3.5.1.28); K01448 N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28],Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
608,Aazo_0862-NC_014248,619,569.0,0.0,0.0,'Nostoc azollae' 0708,N-acetylmuramoyl-L-alanine amidase (EC:3.5.1.28); K01448 N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28],Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
609,Aazo_0863-NC_014248,513,463.0,0.0,0.0,'Nostoc azollae' 0708,sodium/hydrogen exchanger,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
610,Aazo_0864-NC_014248,248,198.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein; K09807 hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
611,Aazo_0865-NC_014248,120,70.0,0.0,0.0,'Nostoc azollae' 0708,single-strand-binding protein; K03111 single-strand DNA-binding protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
612,Aazo_0866-NC_014248,335,285.0,0.0,0.0,'Nostoc azollae' 0708,MreB/Mrl family cell shape determining protein; K03569 rod shape-determining protein MreB and related proteins,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
