strain_name	peptide_count	taxonomy
Jiangella gansuensis DSM 44835	5195	Bacteria;Actinobacteria;Actinobacteria_X;Propionibacteriales;Propionibacteriaceae;Jiangella;Jiangella gansuensis DSM 44835
Microlunatus phosphovorus NM-1	5338	Bacteria;Actinobacteria;Actinobacteria_X;Propionibacteriales;Propionibacteriaceae;Microlunatus;Microlunatus phosphovorus NM-1
Propionibacterium 409-HC1	2500	Bacteria;Actinobacteria;Actinobacteria_X;Propionibacteriales;Propionibacteriaceae;Propionibacterium;Propionibacterium 409-HC1
Propionibacterium 434-HC2	2499	Bacteria;Actinobacteria;Actinobacteria_X;Propionibacteriales;Propionibacteriaceae;Propionibacterium;Propionibacterium 434-HC2
Propionibacterium 5_U_42AFAA	2376	Bacteria;Actinobacteria;Actinobacteria_X;Propionibacteriales;Propionibacteriaceae;Propionibacterium;Propionibacterium 5_U_42AFAA
Propionibacterium CC003-HC2	2395	Bacteria;Actinobacteria;Actinobacteria_X;Propionibacteriales;Propionibacteriaceae;Propionibacterium;Propionibacterium CC003-HC2
Propionibacterium acidifaciens F0233	1948	Bacteria;Actinobacteria;Actinobacteria_X;Propionibacteriales;Propionibacteriaceae;Propionibacterium;Propionibacterium acidifaciens F0233
Propionibacterium acidipropionici	6	Bacteria;Actinobacteria;Actinobacteria_X;Propionibacteriales;Propionibacteriaceae;Propionibacterium;Propionibacterium acidipropionici
Propionibacterium acidipropionici ATCC 4875	3336	Bacteria;Actinobacteria;Actinobacteria_X;Propionibacteriales;Propionibacteriaceae;Propionibacterium;Propionibacterium acidipropionici ATCC 4875
Propionibacterium acnes 266	2345	Bacteria;Actinobacteria;Actinobacteria_X;Propionibacteriales;Propionibacteriaceae;Propionibacterium;Propionibacterium acnes 266
Propionibacterium acnes 6609	2348	Bacteria;Actinobacteria;Actinobacteria_X;Propionibacteriales;Propionibacteriaceae;Propionibacterium;Propionibacterium acnes 6609
Propionibacterium acnes ATCC 11828	2259	Bacteria;Actinobacteria;Actinobacteria_X;Propionibacteriales;Propionibacteriaceae;Propionibacterium;Propionibacterium acnes ATCC 11828
Propionibacterium acnes C1	2359	Bacteria;Actinobacteria;Actinobacteria_X;Propionibacteriales;Propionibacteriaceae;Propionibacterium;Propionibacterium acnes C1
Propionibacterium acnes HL096PA1	2249	Bacteria;Actinobacteria;Actinobacteria_X;Propionibacteriales;Propionibacteriaceae;Propionibacterium;Propionibacterium acnes HL096PA1
Propionibacterium acnes J139	2364	Bacteria;Actinobacteria;Actinobacteria_X;Propionibacteriales;Propionibacteriaceae;Propionibacterium;Propionibacterium acnes J139
Propionibacterium acnes J165	2403	Bacteria;Actinobacteria;Actinobacteria_X;Propionibacteriales;Propionibacteriaceae;Propionibacterium;Propionibacterium acnes J165
Propionibacterium acnes KPA171202	2297	Bacteria;Actinobacteria;Actinobacteria_X;Propionibacteriales;Propionibacteriaceae;Propionibacterium;Propionibacterium acnes KPA171202
Propionibacterium acnes SK137	2352	Bacteria;Actinobacteria;Actinobacteria_X;Propionibacteriales;Propionibacteriaceae;Propionibacterium;Propionibacterium acnes SK137
Propionibacterium acnes SK187	2381	Bacteria;Actinobacteria;Actinobacteria_X;Propionibacteriales;Propionibacteriaceae;Propionibacterium;Propionibacterium acnes SK187
Propionibacterium acnes TypeIA2 P.acn17	2263	Bacteria;Actinobacteria;Actinobacteria_X;Propionibacteriales;Propionibacteriaceae;Propionibacterium;Propionibacterium acnes TypeIA2 P.acn17
Propionibacterium acnes TypeIA2 P.acn31	2244	Bacteria;Actinobacteria;Actinobacteria_X;Propionibacteriales;Propionibacteriaceae;Propionibacterium;Propionibacterium acnes TypeIA2 P.acn31
Propionibacterium acnes TypeIA2 P.acn33	2233	Bacteria;Actinobacteria;Actinobacteria_X;Propionibacteriales;Propionibacteriaceae;Propionibacterium;Propionibacterium acnes TypeIA2 P.acn33
Propionibacterium avidum 44067	2242	Bacteria;Actinobacteria;Actinobacteria_X;Propionibacteriales;Propionibacteriaceae;Propionibacterium;Propionibacterium avidum 44067
Propionibacterium avidum ATCC 25577	2376	Bacteria;Actinobacteria;Actinobacteria_X;Propionibacteriales;Propionibacteriaceae;Propionibacterium;Propionibacterium avidum ATCC 25577
Propionibacterium freudenreichii	2	Bacteria;Actinobacteria;Actinobacteria_X;Propionibacteriales;Propionibacteriaceae;Propionibacterium;Propionibacterium freudenreichii
Propionibacterium freudenreichii subsp. shermanii CIRM-BIA1	2359	Bacteria;Actinobacteria;Actinobacteria_X;Propionibacteriales;Propionibacteriaceae;Propionibacterium;Propionibacterium freudenreichii subsp. shermanii CIRM-BIA1
Propionibacterium granulosum	3	Bacteria;Actinobacteria;Actinobacteria_X;Propionibacteriales;Propionibacteriaceae;Propionibacterium;Propionibacterium granulosum
Propionibacterium jensenii	10	Bacteria;Actinobacteria;Actinobacteria_X;Propionibacteriales;Propionibacteriaceae;Propionibacterium;Propionibacterium jensenii
Propionibacterium propionicum F0230a	2938	Bacteria;Actinobacteria;Actinobacteria_X;Propionibacteriales;Propionibacteriaceae;Propionibacterium;Propionibacterium propionicum F0230a
Actinosynnema mirum DSM 43827	7100	Bacteria;Actinobacteria;Actinobacteria_X;Pseudonocardiales;Pseudonocardiaceae;Actinosynnema;Actinosynnema mirum DSM 43827
Amycolatopsis benzoatilytica DSM 43387	15	Bacteria;Actinobacteria;Actinobacteria_X;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis;Amycolatopsis benzoatilytica DSM 43387
Amycolatopsis mediterranei	27	Bacteria;Actinobacteria;Actinobacteria_X;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis;Amycolatopsis mediterranei
Amycolatopsis mediterranei S699	9575	Bacteria;Actinobacteria;Actinobacteria_X;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis;Amycolatopsis mediterranei S699
Amycolatopsis mediterranei U32	9228	Bacteria;Actinobacteria;Actinobacteria_X;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis;Amycolatopsis mediterranei U32
Amycolatopsis orientalis HCCB10007	8113	Bacteria;Actinobacteria;Actinobacteria_X;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis;Amycolatopsis orientalis HCCB10007
Pseudonocardia P1	6620	Bacteria;Actinobacteria;Actinobacteria_X;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;Pseudonocardia P1
Pseudonocardia autotrophica	4	Bacteria;Actinobacteria;Actinobacteria_X;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;Pseudonocardia autotrophica
Pseudonocardia dioxanivorans CB1190	6797	Bacteria;Actinobacteria;Actinobacteria_X;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;Pseudonocardia dioxanivorans CB1190
Saccharomonospora azurea NA-128	4376	Bacteria;Actinobacteria;Actinobacteria_X;Pseudonocardiales;Pseudonocardiaceae;Saccharomonospora;Saccharomonospora azurea NA-128
Saccharomonospora paurometabolica YIM 90007	4876	Bacteria;Actinobacteria;Actinobacteria_X;Pseudonocardiales;Pseudonocardiaceae;Saccharomonospora;Saccharomonospora paurometabolica YIM 90007
Saccharomonospora viridis DSM 43017	3906	Bacteria;Actinobacteria;Actinobacteria_X;Pseudonocardiales;Pseudonocardiaceae;Saccharomonospora;Saccharomonospora viridis DSM 43017
Saccharopolyspora spinosa NRRL 18395	8183	Bacteria;Actinobacteria;Actinobacteria_X;Pseudonocardiales;Pseudonocardiaceae;Saccharopolyspora;Saccharopolyspora spinosa NRRL 18395
Saccharothrix espanaensis DSM 44229	8427	Bacteria;Actinobacteria;Actinobacteria_X;Pseudonocardiales;Pseudonocardiaceae;Saccharothrix;Saccharothrix espanaensis DSM 44229
Kitasatospora setae KM-6054	7566	Bacteria;Actinobacteria;Actinobacteria_X;Streptomycetales;Streptomycetaceae;Kitasatospora;Kitasatospora setae KM-6054
Streptomyces 44030	33	Bacteria;Actinobacteria;Actinobacteria_X;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces 44030
Streptomyces 44414	26	Bacteria;Actinobacteria;Actinobacteria_X;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces 44414
Streptomyces AA4	8571	Bacteria;Actinobacteria;Actinobacteria_X;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces AA4
Streptomyces C	7672	Bacteria;Actinobacteria;Actinobacteria_X;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces C
Streptomyces EN27	13	Bacteria;Actinobacteria;Actinobacteria_X;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces EN27
Streptomyces F11	37	Bacteria;Actinobacteria;Actinobacteria_X;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces F11
Streptomyces FQ1	44	Bacteria;Actinobacteria;Actinobacteria_X;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces FQ1
Streptomyces FR1	59	Bacteria;Actinobacteria;Actinobacteria_X;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces FR1
Streptomyces HK1	158	Bacteria;Actinobacteria;Actinobacteria_X;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces HK1
Streptomyces Mg1	6637	Bacteria;Actinobacteria;Actinobacteria_X;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces Mg1
Streptomyces PAMC26508	7073	Bacteria;Actinobacteria;Actinobacteria_X;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces PAMC26508
Streptomyces SA3_actF	6823	Bacteria;Actinobacteria;Actinobacteria_X;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces SA3_actF
Streptomyces SA3_actG	6547	Bacteria;Actinobacteria;Actinobacteria_X;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces SA3_actG
Streptomyces SPB74	5742	Bacteria;Actinobacteria;Actinobacteria_X;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces SPB74
Streptomyces SPB78	6456	Bacteria;Actinobacteria;Actinobacteria_X;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces SPB78
Streptomyces SirexAA-E	6357	Bacteria;Actinobacteria;Actinobacteria_X;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces SirexAA-E
Streptomyces Tu6071	6640	Bacteria;Actinobacteria;Actinobacteria_X;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces Tu6071
Streptomyces W007	7901	Bacteria;Actinobacteria;Actinobacteria_X;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces W007
Streptomyces W9	110	Bacteria;Actinobacteria;Actinobacteria_X;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces W9
Streptomyces Y27	12	Bacteria;Actinobacteria;Actinobacteria_X;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces Y27
Streptomyces ZL12	112	Bacteria;Actinobacteria;Actinobacteria_X;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces ZL12
Streptomyces albulus	16	Bacteria;Actinobacteria;Actinobacteria_X;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces albulus
Streptomyces albus J1074	6026	Bacteria;Actinobacteria;Actinobacteria_X;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces albus J1074
Streptomyces avermitilis MA-4680	7676	Bacteria;Actinobacteria;Actinobacteria_X;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces avermitilis MA-4680
Streptomyces bingchenggensis BCW-1	10022	Bacteria;Actinobacteria;Actinobacteria_X;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces bingchenggensis BCW-1
Streptomyces cattleya NRRL 8057 = DSM 46488	7474	Bacteria;Actinobacteria;Actinobacteria_X;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces cattleya NRRL 8057 = DSM 46488
Streptomyces clavuligerus ATCC 27064	13278	Bacteria;Actinobacteria;Actinobacteria_X;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces clavuligerus ATCC 27064
Streptomyces coelicolor	6	Bacteria;Actinobacteria;Actinobacteria_X;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces coelicolor
Streptomyces coelicolor A3(2)	8153	Bacteria;Actinobacteria;Actinobacteria_X;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces coelicolor A3(2)
Streptomyces collinus Tu 365	7113	Bacteria;Actinobacteria;Actinobacteria_X;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces collinus Tu 365
Streptomyces cyaneus	11	Bacteria;Actinobacteria;Actinobacteria_X;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces cyaneus
Streptomyces davawensis JCM 4913	8616	Bacteria;Actinobacteria;Actinobacteria_X;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces davawensis JCM 4913
Streptomyces e14	6195	Bacteria;Actinobacteria;Actinobacteria_X;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces e14
Streptomyces flavogriseus ATCC 33331	6572	Bacteria;Actinobacteria;Actinobacteria_X;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces flavogriseus ATCC 33331
Streptomyces flavovirens	14	Bacteria;Actinobacteria;Actinobacteria_X;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces flavovirens
Streptomyces fulvissimus DSM 40593	6925	Bacteria;Actinobacteria;Actinobacteria_X;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces fulvissimus DSM 40593
Streptomyces ghanaensis ATCC 14672	7750	Bacteria;Actinobacteria;Actinobacteria_X;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces ghanaensis ATCC 14672
Streptomyces ghanaensis DSM2932	11	Bacteria;Actinobacteria;Actinobacteria_X;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces ghanaensis DSM2932
Streptomyces griseoaurantiacus M045	6839	Bacteria;Actinobacteria;Actinobacteria_X;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces griseoaurantiacus M045
Streptomyces griseoflavus Tu4000	7125	Bacteria;Actinobacteria;Actinobacteria_X;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces griseoflavus Tu4000
Streptomyces griseus XylebKG-1	7379	Bacteria;Actinobacteria;Actinobacteria_X;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces griseus XylebKG-1
Streptomyces griseus subsp. griseus NBRC 13350	7136	Bacteria;Actinobacteria;Actinobacteria_X;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces griseus subsp. griseus NBRC 13350
Streptomyces himastatinicus ATCC 53653	9498	Bacteria;Actinobacteria;Actinobacteria_X;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces himastatinicus ATCC 53653
Streptomyces hygroscopicus subsp. jinggangensis 5008	9108	Bacteria;Actinobacteria;Actinobacteria_X;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces hygroscopicus subsp. jinggangensis 5008
Streptomyces hygroscopicus subsp. jinggangensis TL01	8878	Bacteria;Actinobacteria;Actinobacteria_X;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces hygroscopicus subsp. jinggangensis TL01
Streptomyces ipomoeae 91-03	10082	Bacteria;Actinobacteria;Actinobacteria_X;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces ipomoeae 91-03
Streptomyces laurentii	10	Bacteria;Actinobacteria;Actinobacteria_X;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces laurentii
Streptomyces lavendulae	4	Bacteria;Actinobacteria;Actinobacteria_X;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces lavendulae
Streptomyces lividans	42	Bacteria;Actinobacteria;Actinobacteria_X;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces lividans
Streptomyces lividans TK24	7547	Bacteria;Actinobacteria;Actinobacteria_X;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces lividans TK24
Streptomyces natalensis	4	Bacteria;Actinobacteria;Actinobacteria_X;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces natalensis
Streptomyces phaeochromogenes	9	Bacteria;Actinobacteria;Actinobacteria_X;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces phaeochromogenes
Streptomyces pristinaespiralis ATCC 25486	6869	Bacteria;Actinobacteria;Actinobacteria_X;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces pristinaespiralis ATCC 25486
Streptomyces rochei	141	Bacteria;Actinobacteria;Actinobacteria_X;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces rochei
Streptomyces roseosporus NRRL 11379	7056	Bacteria;Actinobacteria;Actinobacteria_X;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces roseosporus NRRL 11379
Streptomyces roseosporus NRRL 15998	6902	Bacteria;Actinobacteria;Actinobacteria_X;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces roseosporus NRRL 15998
Streptomyces scabiei 87.22	8746	Bacteria;Actinobacteria;Actinobacteria_X;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces scabiei 87.22
Streptomyces sviceus ATCC 29083	8205	Bacteria;Actinobacteria;Actinobacteria_X;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces sviceus ATCC 29083
Streptomyces turgidiscabies Car8	10542	Bacteria;Actinobacteria;Actinobacteria_X;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces turgidiscabies Car8
Streptomyces venezuelae	11	Bacteria;Actinobacteria;Actinobacteria_X;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces venezuelae
Streptomyces venezuelae ATCC 10712	7453	Bacteria;Actinobacteria;Actinobacteria_X;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces venezuelae ATCC 10712
Streptomyces violaceoruber	111	Bacteria;Actinobacteria;Actinobacteria_X;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces violaceoruber
Streptomyces violaceusniger Tu 4113	8985	Bacteria;Actinobacteria;Actinobacteria_X;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces violaceusniger Tu 4113
Streptomyces viridochromogenes DSM 40736	7739	Bacteria;Actinobacteria;Actinobacteria_X;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces viridochromogenes DSM 40736
Streptomyces x3	6	Bacteria;Actinobacteria;Actinobacteria_X;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces x3
Streptomyces zinciresistens K42	7579	Bacteria;Actinobacteria;Actinobacteria_X;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces zinciresistens K42
Nocardiopsis 90127	17	Bacteria;Actinobacteria;Actinobacteria_X;Streptosporangiales;Nocardiopsaceae;Nocardiopsis;Nocardiopsis 90127
Nocardiopsis alba ATCC BAA-2165	5508	Bacteria;Actinobacteria;Actinobacteria_X;Streptosporangiales;Nocardiopsaceae;Nocardiopsis;Nocardiopsis alba ATCC BAA-2165
Nocardiopsis dassonvillei subsp. dassonvillei DSM 43111	5570	Bacteria;Actinobacteria;Actinobacteria_X;Streptosporangiales;Nocardiopsaceae;Nocardiopsis;Nocardiopsis dassonvillei subsp. dassonvillei DSM 43111
Thermobifida fusca YX	3087	Bacteria;Actinobacteria;Actinobacteria_X;Streptosporangiales;Nocardiopsaceae;Thermobifida;Thermobifida fusca YX
Streptosporangium roseum DSM 43021	9421	Bacteria;Actinobacteria;Actinobacteria_X;Streptosporangiales;Streptosporangiaceae;Streptosporangium;Streptosporangium roseum DSM 43021
Thermobispora bispora DSM 43833	3596	Bacteria;Actinobacteria;Actinobacteria_X;Streptosporangiales;Thermomonosporaceae;Thermobispora;Thermobispora bispora DSM 43833
Thermomonospora curvata DSM 43183	4985	Bacteria;Actinobacteria;Actinobacteria_X;Streptosporangiales;Thermomonosporaceae;Thermomonospora;Thermomonospora curvata DSM 43183
actinobacterium SCGC AAA015-D07	0	Bacteria;Actinobacteria;Actinobacteria_X;unclassified Actinobacteria;unclassified Actinobacteria_X;unclassified_Actinobacteria_XX;actinobacterium SCGC AAA015-D07
actinobacterium SCGC AAA027-L06	1244	Bacteria;Actinobacteria;Actinobacteria_X;unclassified Actinobacteria;unclassified Actinobacteria_X;unclassified_Actinobacteria_XX;actinobacterium SCGC AAA027-L06
Atopobium parvulum DSM 20469	1369	Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Atopobium;Atopobium parvulum DSM 20469
Atopobium rimae ATCC 49626	1548	Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Atopobium;Atopobium rimae ATCC 49626
Atopobium vaginae DSM 15829	2473	Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Atopobium;Atopobium vaginae DSM 15829
Atopobium vaginae PB189-T1-4	1217	Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Atopobium;Atopobium vaginae PB189-T1-4
Collinsella aerofaciens ATCC 25986	2367	Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;Collinsella aerofaciens ATCC 25986
Collinsella intestinalis DSM 13280	1786	Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;Collinsella intestinalis DSM 13280
Collinsella stercoris DSM 13279	2529	Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;Collinsella stercoris DSM 13279
Collinsella tanakaei YIT 12063	2211	Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;Collinsella tanakaei YIT 12063
Coriobacterium glomerans PW2	1804	Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Coriobacterium;Coriobacterium glomerans PW2
Cryptobacterium curtum DSM 15641	1364	Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Cryptobacterium;Cryptobacterium curtum DSM 15641
Eggerthella 1_3_56FAA	2936	Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Eggerthella;Eggerthella 1_3_56FAA
Eggerthella HGA1	3021	Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Eggerthella;Eggerthella HGA1
Eggerthella YY7918	2680	Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Eggerthella;Eggerthella YY7918
Eggerthella lenta DSM 2243	3123	Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Eggerthella;Eggerthella lenta DSM 2243
Gordonibacter pamelaeae 7-10-1-b	2027	Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Gordonibacter;Gordonibacter pamelaeae 7-10-1-b
Olsenella oral taxon 809 str. F0356	1898	Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Olsenella;Olsenella oral taxon 809 str. F0356
Olsenella uli DSM 7084	1786	Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Olsenella;Olsenella uli DSM 7084
Slackia exigua ATCC 700122	2029	Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Slackia;Slackia exigua ATCC 700122
Slackia heliotrinireducens DSM 20476	2798	Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Slackia;Slackia heliotrinireducens DSM 20476
Rubrobacter radiotolerans DSM 5868	3266	Bacteria;Actinobacteria;Rubrobacteria;Rubrobacterales;Rubrobacteriaceae;Rubrobacter;Rubrobacter radiotolerans DSM 5868
Rubrobacter xylanophilus DSM 9941	3140	Bacteria;Actinobacteria;Rubrobacteria;Rubrobacterales;Rubrobacteriaceae;Rubrobacter;Rubrobacter xylanophilus DSM 9941
Conexibacter woesei DSM 14684	5950	Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;Conexibacteraceae;Conexibacter;Conexibacter woesei DSM 14684
Patulibacter I11	4372	Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;Patulibacteraceae;Patulibacter;Patulibacter I11
Patulibacter minatonensis DSM 18081	5053	Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;Patulibacteraceae;Patulibacter;Patulibacter minatonensis DSM 18081
Aquifex aeolicus VF5	1560	Bacteria;Aquificae;Aquificae_X;Aquificales;Aquificaceae;Aquifex;Aquifex aeolicus VF5
Hydrogenivirga 128-5-R1-1	3808	Bacteria;Aquificae;Aquificae_X;Aquificales;Aquificaceae;Hydrogenivirga;Hydrogenivirga 128-5-R1-1
Hydrogenobacter thermophilus TK-6	1899	Bacteria;Aquificae;Aquificae_X;Aquificales;Aquificaceae;Hydrogenobacter;Hydrogenobacter thermophilus TK-6
Hydrogenobaculum 3684	1578	Bacteria;Aquificae;Aquificae_X;Aquificales;Aquificaceae;Hydrogenobaculum;Hydrogenobaculum 3684
Hydrogenobaculum HO	1579	Bacteria;Aquificae;Aquificae_X;Aquificales;Aquificaceae;Hydrogenobaculum;Hydrogenobaculum HO
Hydrogenobaculum SHO	1573	Bacteria;Aquificae;Aquificae_X;Aquificales;Aquificaceae;Hydrogenobaculum;Hydrogenobaculum SHO
Hydrogenobaculum SN	1575	Bacteria;Aquificae;Aquificae_X;Aquificales;Aquificaceae;Hydrogenobaculum;Hydrogenobaculum SN
Hydrogenobaculum Y04AAS1	1629	Bacteria;Aquificae;Aquificae_X;Aquificales;Aquificaceae;Hydrogenobaculum;Hydrogenobaculum Y04AAS1
Thermocrinis albus DSM 14484	1603	Bacteria;Aquificae;Aquificae_X;Aquificales;Aquificaceae;Thermocrinis;Thermocrinis albus DSM 14484
Thermocrinis ruber DSM 12173	1623	Bacteria;Aquificae;Aquificae_X;Aquificales;Aquificaceae;Thermocrinis;Thermocrinis ruber DSM 12173
Desulfurobacterium thermolithotrophum DSM 11699	1543	Bacteria;Aquificae;Aquificae_X;Aquificales;Desulfurobacteriaceae;Desulfurobacterium;Desulfurobacterium thermolithotrophum DSM 11699
Thermovibrio ammonificans HB-1	1813	Bacteria;Aquificae;Aquificae_X;Aquificales;Desulfurobacteriaceae;Thermovibrio;Thermovibrio ammonificans HB-1
Persephonella marina EX-H1	2051	Bacteria;Aquificae;Aquificae_X;Aquificales;Hydrogenothermaceae;Persephonella;Persephonella marina EX-H1
Sulfurihydrogenibium YO3AOP1	1721	Bacteria;Aquificae;Aquificae_X;Aquificales;Hydrogenothermaceae;Sulfurihydrogenibium;Sulfurihydrogenibium YO3AOP1
Sulfurihydrogenibium azorense Az-Fu1	1723	Bacteria;Aquificae;Aquificae_X;Aquificales;Hydrogenothermaceae;Sulfurihydrogenibium;Sulfurihydrogenibium azorense Az-Fu1
Sulfurihydrogenibium yellowstonense SS-5	1690	Bacteria;Aquificae;Aquificae_X;Aquificales;Hydrogenothermaceae;Sulfurihydrogenibium;Sulfurihydrogenibium yellowstonense SS-5
Armatimonadetes bacterium JGI 0000077-K19	1211	Bacteria;Armatimonadetes;Armatimonadetes_X;Armatimonadetes_XX;Armatimonadetes_XXX;Armatimonadetes_XXXX;Armatimonadetes bacterium JGI 0000077-K19
Chthonomonas calidirosea T49	2809	Bacteria;Armatimonadetes;Chthonomonadetes;Chthonomonadales;Chthonomonadaceae;Chthonomonas;Chthonomonas calidirosea T49
Bacteroidetes oral taxon 274 str. F0058	1856	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;BS11 gut group;Bacteroidetes sp;Bacteroidetes oral taxon 274 str. F0058
Bacteroides 1_1_14	4761	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides 1_1_14
Bacteroides 1_1_30	5291	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides 1_1_30
