target_id	length	eff_length	est_counts	tpm
GCWU000182_00902-NZ_ACIN02000007	321	271	0	0
GCWU000182_00903-NZ_ACIN02000007	42	1.00007	0	0
GCWU000182_00904-NZ_ACIN02000007	378	328	0	0
GCWU000182_00905-NZ_ACIN02000007	619	569	0	0
GCWU000182_00906-NZ_ACIN02000007	634	584	0	0
GCWU000182_00907-NZ_ACIN02000007	127	77	0	0
GCWU000182_00908-NZ_ACIN02000007	57	7	0	0
GCWU000182_00909-NZ_ACIN02000007	98	48	0	0
GCWU000182_00910-NZ_ACIN02000007	691	641	0	0
GCWU000182_00911-NZ_ACIN02000007	162	112	0	0
GCWU000182_00912-NZ_ACIN02000007	400	350	0	0
GCWU000182_00913-NZ_ACIN02000007	226	176	0	0
GCWU000182_00914-NZ_ACIN02000007	119	69	0	0
GCWU000182_00915-NZ_ACIN02000007	46	1.00408	0	0
GCWU000182_00917-NZ_ACIN02000007	323	273	0	0
GCWU000182_00918-NZ_ACIN02000007	402	352	0	0
GCWU000182_00919-NZ_ACIN02000007	259	209	0	0
GCWU000182_00920-NZ_ACIN02000007	40	1.00001	0	0
GCWU000182_00921-NZ_ACIN02000007	52	2.1294	0	0
GCWU000182_00922-NZ_ACIN02000007	560	510	0	0
GCWU000182_00923-NZ_ACIN02000007	177	127	0	0
GCWU000182_00924-NZ_ACIN02000007	387	337	0	0
GCWU000182_00925-NZ_ACIN02000007	478	428	0	0
GCWU000182_00926-NZ_ACIN02000007	74	24	0	0
GCWU000182_00927-NZ_ACIN02000007	344	294	0	0
GCWU000182_00928-NZ_ACIN02000007	812	762	0	0
GCWU000182_00929-NZ_ACIN02000007	508	458	0	0
GCWU000182_00930-NZ_ACIN02000007	148	98	0	0
GCWU000182_00932-NZ_ACIN02000007	406	356	0	0
GCWU000182_00933-NZ_ACIN02000007	232	182	0	0
GCWU000182_00934-NZ_ACIN02000007	73	23	0	0
GCWU000182_00935-NZ_ACIN02000007	163	113	0	0
GCWU000182_00936-NZ_ACIN02000007	609	559	0	0
GCWU000182_00937-NZ_ACIN02000007	296	246	0	0
GCWU000182_00938-NZ_ACIN02000007	468	418	0	0
GCWU000182_00939-NZ_ACIN02000007	138	88	0	0
GCWU000182_00940-NZ_ACIN02000007	409	359	0	0
GCWU000182_00941-NZ_ACIN02000007	654	604	0	0
GCWU000182_00942-NZ_ACIN02000007	214	164	0	0
GCWU000182_00943-NZ_ACIN02000007	409	359	0	0
GCWU000182_00944-NZ_ACIN02000007	378	328	0	0
GCWU000182_00945-NZ_ACIN02000007	376	326	0	0
GCWU000182_00946-NZ_ACIN02000007	403	353	0	0
GCWU000182_00947-NZ_ACIN02000007	391	341	0	0
GCWU000182_00948-NZ_ACIN02000007	437	387	0	0
GCWU000182_00949-NZ_ACIN02000007	447	397	0	0
GCWU000182_00950-NZ_ACIN02000007	391	341	0	0
GCWU000182_00951-NZ_ACIN02000007	376	326	0	0
GCWU000182_00952-NZ_ACIN02000007	138	88	0	0
GCWU000182_00953-NZ_ACIN02000007	387	337	0	0
GCWU000182_00954-NZ_ACIN02000007	426	376	0	0
GCWU000182_00955-NZ_ACIN02000007	329	279	0	0
GCWU000182_00956-NZ_ACIN02000007	335	285	0	0
GCWU000182_00957-NZ_ACIN02000007	365	315	0	0
GCWU000182_00958-NZ_ACIN02000007	584	534	0	0
GCWU000182_00959-NZ_ACIN02000007	375	325	0	0
GCWU000182_00960-NZ_ACIN02000007	314	264	0	0
GCWU000182_00961-NZ_ACIN02000007	309	259	0	0
GCWU000182_00962-NZ_ACIN02000007	411	361	0	0
GCWU000182_00963-NZ_ACIN02000007	264	214	0	0
GCWU000182_00964-NZ_ACIN02000007	267	217	0	0
GCWU000182_00965-NZ_ACIN02000007	220	170	0	0
GCWU000182_00966-NZ_ACIN02000007	248	198	0	0
GCWU000182_00967-NZ_ACIN02000007	82	32	0	0
GCWU000182_00968-NZ_ACIN02000007	477	427	0	0
GCWU000182_00969-NZ_ACIN02000007	295	245	0	0
GCWU000182_00970-NZ_ACIN02000007	363	313	0	0
GCWU000182_00971-NZ_ACIN02000007	404	354	0	0
GCWU000182_00972-NZ_ACIN02000007	79	29	0	0
GCWU000182_00973-NZ_ACIN02000007	347	297	0	0
GCWU000182_00974-NZ_ACIN02000007	109	59	0	0
GCWU000182_00975-NZ_ACIN02000007	163	113	0	0
GCWU000182_00976-NZ_ACIN02000007	162	112	0	0
GCWU000182_00977-NZ_ACIN02000007	159	109	0	0
GCWU000182_00978-NZ_ACIN02000007	352	302	0	0
GCWU000182_00979-NZ_ACIN02000007	61	11	0	0
GCWU000182_00980-NZ_ACIN02000007	95	45	0	0
GCWU000182_00981-NZ_ACIN02000007	149	99	0	0
GCWU000182_00982-NZ_ACIN02000007	92	42	0	0
GCWU000182_00983-NZ_ACIN02000007	1306	1256	0	0
GCWU000182_00984-NZ_ACIN02000007	1225	1175	0	0
GCWU000182_00985-NZ_ACIN02000007	82	32	0	0
GCWU000182_00986-NZ_ACIN02000007	87	37	0	0
GCWU000182_00987-NZ_ACIN02000007	97	47	0	0
GCWU000182_00988-NZ_ACIN02000007	71	21	0	0
GCWU000182_00989-NZ_ACIN02000007	327	277	0	0
GCWU000182_00990-NZ_ACIN02000007	174	124	0	0
GCWU000182_00991-NZ_ACIN02000007	210	160	0	0
GCWU000182_00992-NZ_ACIN02000007	352	302	0	0
GCWU000182_00993-NZ_ACIN02000007	197	147	0	0
GCWU000182_00994-NZ_ACIN02000007	350	300	0	0
GCWU000182_00995-NZ_ACIN02000007	210	160	0	0
GCWU000182_00996-NZ_ACIN02000007	425	375	0	0
GCWU000182_00997-NZ_ACIN02000007	202	152	0	0
GCWU000182_00998-NZ_ACIN02000007	238	188	0	0
GCWU000182_00999-NZ_ACIN02000007	252	202	0	0
GCWU000182_01000-NZ_ACIN02000007	295	245	0	0
GCWU000182_01001-NZ_ACIN02000007	353	303	0	0
GCWU000182_01002-NZ_ACIN02000007	298	248	0	0
GCWU000182_01003-NZ_ACIN02000007	317	267	0	0
GCWU000182_01004-NZ_ACIN02000007	323	273	0	0
GCWU000182_01005-NZ_ACIN02000007	152	102	0	0
GCWU000182_01006-NZ_ACIN02000007	219	169	0	0
GCWU000182_01007-NZ_ACIN02000007	250	200	0	0
GCWU000182_01008-NZ_ACIN02000007	255	205	0	0
GCWU000182_01009-NZ_ACIN02000007	368	318	0	0
GCWU000182_01010-NZ_ACIN02000007	420	370	0	0
GCWU000182_01011-NZ_ACIN02000007	373	323	0	0
GCWU000182_01012-NZ_ACIN02000007	479	429	0	0
GCWU000182_01013-NZ_ACIN02000007	231	181	0	0
GCWU000182_01014-NZ_ACIN02000007	533	483	0	0
GCWU000182_01015-NZ_ACIN02000007	445	395	0	0
GCWU000182_01016-NZ_ACIN02000007	675	625	0	0
GCWU000182_01017-NZ_ACIN02000007	966	916	0	0
GCWU000182_01018-NZ_ACIN02000007	304	254	0	0
GCWU000182_01019-NZ_ACIN02000007	763	713	0	0
GCWU000182_01020-NZ_ACIN02000007	518	468	0	0
GCWU000182_01021-NZ_ACIN02000007	166	116	0	0
GCWU000182_01022-NZ_ACIN02000007	309	259	0	0
GCWU000182_01023-NZ_ACIN02000007	421	371	0	0
GCWU000182_01024-NZ_ACIN02000007	162	112	0	0
GCWU000182_01025-NZ_ACIN02000007	209	159	0	0
GCWU000182_01026-NZ_ACIN02000007	190	140	0	0
GCWU000182_01027-NZ_ACIN02000007	696	646	0	0
GCWU000182_01028-NZ_ACIN02000007	94	44	0	0
GCWU000182_01029-NZ_ACIN02000007	286	236	0	0
GCWU000182_01030-NZ_ACIN02000007	460	410	0	0
GCWU000182_01031-NZ_ACIN02000007	833	783	0	0
GCWU000182_01032-NZ_ACIN02000007	197	147	0	0
GCWU000182_01033-NZ_ACIN02000007	115	65	0	0
GCWU000182_01034-NZ_ACIN02000007	272	222	0	0
GCWU000182_01035-NZ_ACIN02000007	338	288	0	0
GCWU000182_01036-NZ_ACIN02000007	425	375	0	0
GCWU000182_01037-NZ_ACIN02000007	345	295	0	0
GCWU000182_01038-NZ_ACIN02000007	633	583	0	0
GCWU000182_01039-NZ_ACIN02000007	40	1.00001	0	0
GCWU000182_01040-NZ_ACIN02000007	149	99	0	0
GCWU000182_01041-NZ_ACIN02000007	633	583	0	0
GCWU000182_01042-NZ_ACIN02000007	258	208	0	0
GCWU000182_01043-NZ_ACIN02000007	817	767	0	0
GCWU000182_01044-NZ_ACIN02000007	297	247	0	0
GCWU000182_01046-NZ_ACIN02000007	39	1	0	0
GCWU000182_01047-NZ_ACIN02000007	162	112	0	0
GCWU000182_01048-NZ_ACIN02000007	188	138	0	0
GCWU000182_01049-NZ_ACIN02000007	179	129	0	0
GCWU000182_01050-NZ_ACIN02000007	227	177	0	0
GCWU000182_01051-NZ_ACIN02000007	465	415	0	0
GCWU000182_01052-NZ_ACIN02000007	147	97	0	0
GCWU000182_01053-NZ_ACIN02000007	259	209	0	0
GCWU000182_01054-NZ_ACIN02000007	205	155	0	0
GCWU000182_01055-NZ_ACIN02000007	268	218	0	0
GCWU000182_01056-NZ_ACIN02000007	249	199	0	0
GCWU000182_01057-NZ_ACIN02000007	83	33	0	0
GCWU000182_01058-NZ_ACIN02000007	219	169	0	0
GCWU000182_01059-NZ_ACIN02000007	193	143	0	0
GCWU000182_01060-NZ_ACIN02000007	183	133	0	0
GCWU000182_01061-NZ_ACIN02000007	211	161	0	0
GCWU000182_01062-NZ_ACIN02000007	662	612	0	0
GCWU000182_01063-NZ_ACIN02000007	85	35	0	0
GCWU000182_01064-NZ_ACIN02000007	473	423	0	0
GCWU000182_01065-NZ_ACIN02000007	661	611	0	0
GCWU000182_01066-NZ_ACIN02000007	63	13	0	0
GCWU000182_01067-NZ_ACIN02000007	473	423	0	0
GCWU000182_01068-NZ_ACIN02000007	106	56	0	0
GCWU000182_01069-NZ_ACIN02000007	112	62	0	0
GCWU000182_01070-NZ_ACIN02000007	296	246	0	0
GCWU000182_01071-NZ_ACIN02000007	191	141	0	0
GCWU000182_01072-NZ_ACIN02000007	66	16	0	0
GCWU000182_01073-NZ_ACIN02000007	138	88	0	0
GCWU000182_01074-NZ_ACIN02000007	434	384	0	0
GCWU000182_01075-NZ_ACIN02000007	445	395	0	0
GCWU000182_01076-NZ_ACIN02000007	275	225	0	0
GCWU000182_01077-NZ_ACIN02000007	459	409	0	0
GCWU000182_01078-NZ_ACIN02000007	91	41	0	0
GCWU000182_01079-NZ_ACIN02000007	373	323	0	0
GCWU000182_01080-NZ_ACIN02000007	104	54	0	0
GCWU000182_01081-NZ_ACIN02000007	188	138	0	0
GCWU000182_01082-NZ_ACIN02000007	709	659	0	0
GCWU000182_01083-NZ_ACIN02000007	110	60	0	0
GCWU000182_01084-NZ_ACIN02000007	275	225	0	0
GCWU000182_01085-NZ_ACIN02000007	156	106	0	0
GCWU000182_01086-NZ_ACIN02000007	300	250	0	0
GCWU000182_01087-NZ_ACIN02000007	686	636	0	0
GCWU000182_01088-NZ_ACIN02000007	445	395	0	0
GCWU000182_01089-NZ_ACIN02000007	160	110	0	0
GCWU000182_01090-NZ_ACIN02000007	506	456	0	0
GCWU000182_01091-NZ_ACIN02000007	953	903	0	0
GCWU000182_01092-NZ_ACIN02000007	386	336	0	0
GCWU000182_01093-NZ_ACIN02000007	113	63	0	0
GCWU000182_01094-NZ_ACIN02000007	267	217	0	0
GCWU000182_01095-NZ_ACIN02000007	119	69	0	0
GCWU000182_01096-NZ_ACIN02000007	80	30	0	0
GCWU000182_01097-NZ_ACIN02000007	745	695	0	0
GCWU000182_01098-NZ_ACIN02000007	677	627	0	0
GCWU000182_01099-NZ_ACIN02000007	121	71	0	0
GCWU000182_01100-NZ_ACIN02000007	39	1	0	0
GCWU000182_01101-NZ_ACIN02000007	434	384	0	0
GCWU000182_01102-NZ_ACIN02000007	613	563	0	0
GCWU000182_01103-NZ_ACIN02000007	293	243	0	0
GCWU000182_01104-NZ_ACIN02000007	261	211	0	0
GCWU000182_01105-NZ_ACIN02000007	1183	1133	0	0
GCWU000182_01106-NZ_ACIN02000007	1133	1083	0	0
GCWU000182_01107-NZ_ACIN02000007	82	32	0	0
GCWU000182_01108-NZ_ACIN02000007	152	102	0	0
GCWU000182_01109-NZ_ACIN02000007	446	396	0	0
GCWU000182_01110-NZ_ACIN02000007	148	98	0	0
GCWU000182_01111-NZ_ACIN02000007	684	634	0	0
GCWU000182_01112-NZ_ACIN02000007	266	216	0	0
GCWU000182_01113-NZ_ACIN02000007	1659	1609	0	0
GCWU000182_01114-NZ_ACIN02000007	241	191	0	0
GCWU000182_01115-NZ_ACIN02000007	39	1	0	0
GCWU000182_01116-NZ_ACIN02000007	313	263	0	0
GCWU000182_01117-NZ_ACIN02000007	200	150	0	0
GCWU000182_01118-NZ_ACIN02000007	61	11	0	0
GCWU000182_01119-NZ_ACIN02000007	279	229	0	0
GCWU000182_01120-NZ_ACIN02000007	597	547	0	0
GCWU000182_01121-NZ_ACIN02000007	177	127	0	0
GCWU000182_01122-NZ_ACIN02000007	198	148	0	0
GCWU000182_01123-NZ_ACIN02000007	331	281	0	0
GCWU000182_01124-NZ_ACIN02000007	107	57	0	0
GCWU000182_01125-NZ_ACIN02000007	188	138	0	0
GCWU000182_01126-NZ_ACIN02000007	165	115	0	0
GCWU000182_01127-NZ_ACIN02000007	279	229	0	0
GCWU000182_01128-NZ_ACIN02000007	299	249	0	0
GCWU000182_01129-NZ_ACIN02000007	464	414	0	0
GCWU000182_01130-NZ_ACIN02000007	498	448	0	0
GCWU000182_01131-NZ_ACIN02000007	345	295	0	0
GCWU000182_01132-NZ_ACIN02000007	621	571	0	0
GCWU000182_01133-NZ_ACIN02000007	475	425	0	0
GCWU000182_01134-NZ_ACIN02000007	496	446	0	0
GCWU000182_01135-NZ_ACIN02000007	357	307	0	0
GCWU000182_01136-NZ_ACIN02000007	847	797	0	0
GCWU000182_01137-NZ_ACIN02000007	167	117	0	0
GCWU000182_01138-NZ_ACIN02000007	357	307	0	0
GCWU000182_01139-NZ_ACIN02000007	292	242	0	0
GCWU000182_01140-NZ_ACIN02000007	362	312	0	0
GCWU000182_01141-NZ_ACIN02000007	43	1.0002	0	0
GCWU000182_01142-NZ_ACIN02000007	87	37	0	0
GCWU000182_01143-NZ_ACIN02000007	211	161	0	0
GCWU000182_01144-NZ_ACIN02000007	330	280	0	0
GCWU000182_01145-NZ_ACIN02000007	145	95	0	0
GCWU000182_01146-NZ_ACIN02000007	369	319	0	0
GCWU000182_01147-NZ_ACIN02000007	420	370	0	0
GCWU000182_01148-NZ_ACIN02000007	329	279	0	0
GCWU000182_01149-NZ_ACIN02000007	503	453	0	0
GCWU000182_01150-NZ_ACIN02000007	417	367	0	0
GCWU000182_01151-NZ_ACIN02000007	339	289	0	0
GCWU000182_01152-NZ_ACIN02000007	299	249	0	0
GCWU000182_01153-NZ_ACIN02000007	128	78	0	0
GCWU000182_01154-NZ_ACIN02000007	303	253	0	0
GCWU000182_01155-NZ_ACIN02000007	205	155	0	0
GCWU000182_01156-NZ_ACIN02000007	672	622	0	0
GCWU000182_01157-NZ_ACIN02000007	255	205	0	0
GCWU000182_01158-NZ_ACIN02000007	203	153	0	0
GCWU000182_01159-NZ_ACIN02000007	334	284	0	0
GCWU000182_01160-NZ_ACIN02000007	226	176	0	0
GCWU000182_01161-NZ_ACIN02000007	132	82	0	0
GCWU000182_01162-NZ_ACIN02000007	416	366	0	0
GCWU000182_01163-NZ_ACIN02000007	148	98	0	0
GCWU000182_01164-NZ_ACIN02000007	231	181	0	0
GCWU000182_01165-NZ_ACIN02000007	416	366	0	0
GCWU000182_01166-NZ_ACIN02000007	159	109	0	0
GCWU000182_01167-NZ_ACIN02000007	69	19	0	0
GCWU000182_01168-NZ_ACIN02000007	450	400	0	0
GCWU000182_01169-NZ_ACIN02000007	57	7	0	0
GCWU000182_01170-NZ_ACIN02000007	545	495	0	0
GCWU000182_01171-NZ_ACIN02000007	187	137	0	0
GCWU000182_01172-NZ_ACIN02000008	425	375	0	0
GCWU000182_01173-NZ_ACIN02000008	123	73	0	0
GCWU000182_01174-NZ_ACIN02000008	450	400	0	0
GCWU000182_01175-NZ_ACIN02000008	180	130	0	0
GCWU000182_01176-NZ_ACIN02000008	730	680	0	0
GCWU000182_01177-NZ_ACIN02000008	279	229	0	0
GCWU000182_01178-NZ_ACIN02000008	204	154	0	0
GCWU000182_01179-NZ_ACIN02000009	258	208	0	0
GCWU000182_01180-NZ_ACIN02000009	227	177	0	0
GCWU000182_01181-NZ_ACIN02000009	359	309	0	0
GCWU000182_01182-NZ_ACIN02000009	434	384	0	0
GCWU000182_01183-NZ_ACIN02000009	438	388	0	0
GCWU000182_01184-NZ_ACIN02000009	473	423	0	0
GCWU000182_01185-NZ_ACIN02000009	299	249	0	0
GCWU000182_01186-NZ_ACIN02000009	68	18	0	0
GCWU000182_01187-NZ_ACIN02000009	65	15	0	0
GCWU000182_01188-NZ_ACIN02000009	93	43	0	0
GCWU000182_01189-NZ_ACIN02000009	437	387	0	0
GCWU000182_01190-NZ_ACIN02000009	163	113	0	0
GCWU000182_01191-NZ_ACIN02000009	123	73	0	0
GCWU000182_01192-NZ_ACIN02000009	410	360	0	0
GCWU000182_01193-NZ_ACIN02000009	644	594	0	0
GCWU000182_01194-NZ_ACIN02000009	405	355	0	0
GCWU000182_01195-NZ_ACIN02000009	44	1.00055	0	0
GCWU000182_01196-NZ_ACIN02000009	261	211	0	0
GCWU000182_01197-NZ_ACIN02000009	205	155	0	0
GCWU000182_01198-NZ_ACIN02000009	443	393	0	0
GCWU000182_01199-NZ_ACIN02000009	442	392	0	0
GCWU000182_01200-NZ_ACIN02000009	1645	1595	0	0
GCWU000182_01201-NZ_ACIN02000009	213	163	0	0
GCWU000182_01202-NZ_ACIN02000009	232	182	0	0
GCWU000182_01203-NZ_ACIN02000009	328	278	0	0
GCWU000182_01204-NZ_ACIN02000009	295	245	0	0
GCWU000182_01205-NZ_ACIN02000009	523	473	0	0
GCWU000182_01207-NZ_ACIN02000009	710	660	0	0
GCWU000182_01208-NZ_ACIN02000009	165	115	0	0
GCWU000182_01209-NZ_ACIN02000009	306	256	0	0
GCWU000182_01210-NZ_ACIN02000009	46	1.00408	0	0
GCWU000182_01211-NZ_ACIN02000009	85	35	0	0
GCWU000182_01212-NZ_ACIN02000009	235	185	0	0
GCWU000182_01213-NZ_ACIN02000009	83	33	0	0
GCWU000182_01214-NZ_ACIN02000009	157	107	0	0
GCWU000182_01215-NZ_ACIN02000009	197	147	0	0
GCWU000182_01216-NZ_ACIN02000009	274	224	0	0
GCWU000182_01217-NZ_ACIN02000009	453	403	0	0
GCWU000182_01218-NZ_ACIN02000009	387	337	0	0
GCWU000182_01219-NZ_ACIN02000009	199	149	0	0
GCWU000182_01220-NZ_ACIN02000009	118	68	0	0
GCWU000182_01221-NZ_ACIN02000009	66	16	0	0
GCWU000182_01222-NZ_ACIN02000009	358	308	0	0
GCWU000182_01223-NZ_ACIN02000009	135	85	0	0
GCWU000182_01224-NZ_ACIN02000009	236	186	0	0
GCWU000182_01225-NZ_ACIN02000009	522	472	0	0
GCWU000182_01226-NZ_ACIN02000009	627	577	0	0
GCWU000182_01227-NZ_ACIN02000009	395	345	0	0
GCWU000182_01228-NZ_ACIN02000009	372	322	0	0
GCWU000182_01229-NZ_ACIN02000009	691	641	0	0
GCWU000182_01230-NZ_ACIN02000009	832	782	0	0
GCWU000182_01231-NZ_ACIN02000009	89	39	0	0
GCWU000182_01232-NZ_ACIN02000009	231	181	0	0
GCWU000182_01233-NZ_ACIN02000009	196	146	0	0
GCWU000182_01234-NZ_ACIN02000009	742	692	0	0
GCWU000182_01235-NZ_ACIN02000009	604	554	0	0
GCWU000182_01236-NZ_ACIN02000009	610	560	0	0
GCWU000182_01237-NZ_ACIN02000009	611	561	0	0
GCWU000182_01238-NZ_ACIN02000009	182	132	0	0
GCWU000182_01239-NZ_ACIN02000009	477	427	0	0
GCWU000182_01240-NZ_ACIN02000009	98	48	0	0
GCWU000182_01241-NZ_ACIN02000009	53	3.0139	0	0
GCWU000182_01242-NZ_ACIN02000009	412	362	0	0
GCWU000182_01243-NZ_ACIN02000009	218	168	0	0
GCWU000182_01244-NZ_ACIN02000009	199	149	0	0
GCWU000182_01245-NZ_ACIN02000009	204	154	0	0
GCWU000182_01246-NZ_ACIN02000009	118	68	0	0
GCWU000182_01247-NZ_ACIN02000009	286	236	0	0
GCWU000182_01248-NZ_ACIN02000009	42	1.00007	0	0
GCWU000182_01249-NZ_ACIN02000009	459	409	0	0
GCWU000182_01250-NZ_ACIN02000009	302	252	0	0
GCWU000182_01251-NZ_ACIN02000009	343	293	0	0
GCWU000182_01252-NZ_ACIN02000009	269	219	0	0
GCWU000182_01253-NZ_ACIN02000009	290	240	0	0
GCWU000182_01254-NZ_ACIN02000009	437	387	0	0
GCWU000182_01255-NZ_ACIN02000009	339	289	0	0
GCWU000182_01256-NZ_ACIN02000009	445	395	0	0
GCWU000182_01257-NZ_ACIN02000009	325	275	0	0
GCWU000182_01258-NZ_ACIN02000009	237	187	0	0
GCWU000182_01259-NZ_ACIN02000009	149	99	0	0
GCWU000182_01260-NZ_ACIN02000009	378	328	0	0
GCWU000182_01261-NZ_ACIN02000009	248	198	0	0
GCWU000182_01262-NZ_ACIN02000009	408	358	0	0
GCWU000182_01263-NZ_ACIN02000009	349	299	0	0
GCWU000182_01264-NZ_ACIN02000009	303	253	0	0
GCWU000182_01265-NZ_ACIN02000009	424	374	0	0
GCWU000182_01266-NZ_ACIN02000009	52	2.1294	0	0
GCWU000182_01267-NZ_ACIN02000009	39	1	0	0
GCWU000182_01268-NZ_ACIN02000009	197	147	0	0
GCWU000182_01269-NZ_ACIN02000009	241	191	0	0
GCWU000182_01270-NZ_ACIN02000009	467	417	0	0
GCWU000182_01271-NZ_ACIN02000009	340	290	0	0
GCWU000182_01272-NZ_ACIN02000009	606	556	0	0
GCWU000182_01273-NZ_ACIN02000009	578	528	0	0
GCWU000182_01274-NZ_ACIN02000009	92	42	0	0
GCWU000182_01275-NZ_ACIN02000009	39	1	0	0
GCWU000182_01276-NZ_ACIN02000009	335	285	0	0
GCWU000182_01277-NZ_ACIN02000009	390	340	0	0
GCWU000182_01278-NZ_ACIN02000009	92	42	0	0
GCWU000182_01279-NZ_ACIN02000009	96	46	0	0
GCWU000182_01280-NZ_ACIN02000009	597	547	0	0
GCWU000182_01281-NZ_ACIN02000009	287	237	0	0
GCWU000182_01282-NZ_ACIN02000009	190	140	0	0
GCWU000182_01283-NZ_ACIN02000009	500	450	0	0
GCWU000182_01284-NZ_ACIN02000009	1593	1543	0	0
GCWU000182_01285-NZ_ACIN02000009	405	355	0	0
GCWU000182_01286-NZ_ACIN02000009	387	337	0	0
GCWU000182_01287-NZ_ACIN02000009	160	110	0	0
GCWU000182_01288-NZ_ACIN02000009	238	188	0	0
GCWU000182_01289-NZ_ACIN02000009	636	586	0	0
GCWU000182_01290-NZ_ACIN02000009	1142	1092	0	0
GCWU000182_01291-NZ_ACIN02000009	254	204	0	0
GCWU000182_01292-NZ_ACIN02000009	259	209	0	0
GCWU000182_01293-NZ_ACIN02000009	394	344	0	0
GCWU000182_01294-NZ_ACIN02000009	258	208	0	0
GCWU000182_01295-NZ_ACIN02000009	600	550	0	0
GCWU000182_01296-NZ_ACIN02000009	580	530	0	0
GCWU000182_01297-NZ_ACIN02000009	426	376	0	0
GCWU000182_01298-NZ_ACIN02000009	209	159	0	0
GCWU000182_01299-NZ_ACIN02000009	100	50	0	0
GCWU000182_01300-NZ_ACIN02000009	87	37	0	0
GCWU000182_01301-NZ_ACIN02000009	281	231	0	0
GCWU000182_01302-NZ_ACIN02000009	406	356	0	0
GCWU000182_01303-NZ_ACIN02000009	306	256	0	0
GCWU000182_01304-NZ_ACIN02000009	301	251	0	0
GCWU000182_01305-NZ_ACIN02000009	303	253	0	0
GCWU000182_01306-NZ_ACIN02000009	381	331	0	0
GCWU000182_01307-NZ_ACIN02000009	347	297	0	0
GCWU000182_01308-NZ_ACIN02000009	78	28	0	0
GCWU000182_01309-NZ_ACIN02000009	40	1.00001	0	0
GCWU000182_01310-NZ_ACIN02000009	294	244	0	0
GCWU000182_01311-NZ_ACIN02000009	332	282	0	0
GCWU000182_01312-NZ_ACIN02000009	336	286	0	0
GCWU000182_01313-NZ_ACIN02000009	503	453	0	0
GCWU000182_01314-NZ_ACIN02000009	376	326	0	0
GCWU000182_01315-NZ_ACIN02000009	190	140	0	0
GCWU000182_01316-NZ_ACIN02000009	157	107	0	0
GCWU000182_01317-NZ_ACIN02000009	337	287	0	0
GCWU000182_01318-NZ_ACIN02000009	146	96	0	0
GCWU000182_01319-NZ_ACIN02000009	285	235	0	0
GCWU000182_01320-NZ_ACIN02000009	52	2.1294	0	0
GCWU000182_01321-NZ_ACIN02000010	180	130	0	0
GCWU000182_01322-NZ_ACIN02000010	771	721	0	0
GCWU000182_01323-NZ_ACIN02000010	493	443	0	0
GCWU000182_01324-NZ_ACIN02000010	665	615	0	0
GCWU000182_01325-NZ_ACIN02000010	711	661	0	0
GCWU000182_01326-NZ_ACIN02000010	130	80	0	0
GCWU000182_01327-NZ_ACIN02000010	459	409	0	0
GCWU000182_01328-NZ_ACIN02000011	151	101	0	0
GCWU000182_01329-NZ_ACIN02000011	366	316	0	0
GCWU000182_01330-NZ_ACIN02000011	61	11	0	0
GCWU000182_01331-NZ_ACIN02000011	288	238	0	0
GCWU000182_01332-NZ_ACIN02000011	395	345	0	0
GCWU000182_01333-NZ_ACIN02000011	715	665	0	0
GCWU000182_01334-NZ_ACIN02000011	156	106	0	0
GCWU000182_01335-NZ_ACIN02000011	139	89	0	0
GCWU000182_01336-NZ_ACIN02000011	80	30	0	0
GCWU000182_01337-NZ_ACIN02000011	95	45	0	0
GCWU000182_01338-NZ_ACIN02000011	236	186	0	0
GCWU000182_01339-NZ_ACIN02000011	1184	1134	0	0
GCWU000182_01340-NZ_ACIN02000011	192	142	0	0
GCWU000182_01341-NZ_ACIN02000011	94	44	0	0
GCWU000182_01342-NZ_ACIN02000011	469	419	0	0
GCWU000182_01343-NZ_ACIN02000011	349	299	0	0
GCWU000182_01344-NZ_ACIN02000011	328	278	0	0
GCWU000182_01345-NZ_ACIN02000011	389	339	0	0
GCWU000182_01346-NZ_ACIN02000011	56	6	0	0
GCWU000182_01347-NZ_ACIN02000011	484	434	0	0
GCWU000182_01348-NZ_ACIN02000011	44	1.00055	0	0
GCWU000182_01349-NZ_ACIN02000011	271	221	0	0
GCWU000182_01350-NZ_ACIN02000011	327	277	0	0
GCWU000182_01351-NZ_ACIN02000011	333	283	0	0
GCWU000182_01352-NZ_ACIN02000011	1293	1243	0	0
GCWU000182_01353-NZ_ACIN02000011	1279	1229	0	0
GCWU000182_01354-NZ_ACIN02000011	1767	1717	0	0
GCWU000182_01355-NZ_ACIN02000011	1488	1438	0	0
GCWU000182_01356-NZ_ACIN02000011	276	226	0	0
GCWU000182_01357-NZ_ACIN02000011	119	69	0	0
GCWU000182_01358-NZ_ACIN02000011	153	103	0	0
GCWU000182_01359-NZ_ACIN02000011	494	444	0	0
GCWU000182_01360-NZ_ACIN02000011	532	482	0	0
GCWU000182_01361-NZ_ACIN02000011	424	374	0	0
GCWU000182_01362-NZ_ACIN02000011	151	101	0	0
GCWU000182_01363-NZ_ACIN02000011	323	273	0	0
GCWU000182_01364-NZ_ACIN02000011	168	118	0	0
GCWU000182_01365-NZ_ACIN02000011	291	241	0	0
GCWU000182_01366-NZ_ACIN02000011	272	222	0	0
GCWU000182_01367-NZ_ACIN02000011	229	179	0	0
GCWU000182_01368-NZ_ACIN02000011	45	1.0015	0	0
